ID_CLIENTE,DIAS_VENCIMIENTO,DIAS_PAGO_REAL,MONTO_CUOTA_MXN,MONTO_PAGADO_MXN
102080,-150,-154,1434.68,717.34
102080,-180,-181,1660.83,830.42
102080,-210,-214,2553.29,2553.29
102080,-240,-243,1229.17,1229.17
102080,-270,-272,901.45,901.45
102080,-300,-305,1627.15,1627.15
102080,-330,-333,1085.26,542.63
102080,-360,-365,1865.59,1865.59
102080,-390,-392,1740.65,1740.65
102080,-420,-423,2336.83,2336.83
102080,-450,-455,2800.3,2800.3
102080,-480,-479,2964.51,2964.51
102080,-510,-510,1335.69,1335.69
102080,-540,-543,1640.25,1640.25
102080,-570,-571,1515.03,757.51
102080,-600,-605,827.6,827.6
102080,-630,-631,2276.17,2276.17
102080,-660,-664,2804.42,1402.21
102080,-690,-692,1572.69,1572.69
102081,-30,-32,543.46,543.46
102081,-60,-63,1963.23,1963.23
102081,-90,-91,1005.63,1005.63
102081,-120,-125,2487.92,2487.92
102081,-150,-154,1595.83,1595.83
102081,-180,-184,1800.87,1800.87
102081,-210,-213,1513.72,1513.72
102082,-30,-33,1430.25,1430.25
102082,-60,-64,1011.28,1011.28
102082,-90,-91,2017.61,2017.61
102082,-120,-124,1964.55,982.27
102082,-150,-151,2430.64,2430.64
102082,-180,-185,2165.67,2165.67
102082,-210,-214,2139.59,1069.79
102082,-240,-243,563.24,563.24
102082,-270,-271,531.02,531.02
102082,-300,-303,567.31,567.31
102082,-330,-329,2136.66,2136.66
102082,-360,-363,1079.44,1079.44
102082,-390,-395,2918.47,2918.47
102082,-420,-421,1503.44,1503.44
102082,-450,-455,2643.93,2643.93
102082,-480,-485,1658.53,1658.53
102082,-510,-509,588.88,588.88
102082,-540,-545,657.45,657.45
102082,-570,-573,2788.77,2788.77
102082,-600,-601,2216.63,2216.63
102083,-30,-30,854.11,854.11
102083,-60,-61,2246.37,2246.37
102083,-90,-90,1984.63,1984.63
102083,-120,-125,2352.08,2352.08
102083,-150,-149,815.79,815.79
102083,-180,-185,1429.57,1429.57
102083,-210,-212,988.41,988.41
102083,-240,-240,2760.16,2760.16
102083,-270,-272,664.44,332.22
102083,-300,-305,1544.12,1544.12
102083,-330,-331,2985.86,2985.86
102083,-360,-362,1847.12,1847.12
102083,-390,-393,1872.33,1872.33
102083,-420,-424,2564.78,1282.39
102083,-450,-449,1606.85,1606.85
102083,-480,-485,2608.73,2608.73
102083,-510,-511,2597.71,2597.71
102084,-30,-35,1186.85,1186.85
102084,-60,-59,2273.29,2273.29
102084,-90,-80,579.42,579.42
102084,-120,-116,1905.34,1905.34
102084,-150,-144,2075.53,2075.53
102084,-180,-184,2139.03,2139.03
102084,-210,-209,739.66,739.66
102084,-240,-235,1263.69,1263.69
102084,-270,-271,2379.79,2379.79
102084,-300,-305,2660.62,2660.62
102084,-330,-333,2027.01,2027.01
102084,-360,-352,2907.85,2907.85
102084,-390,-395,2209.14,2209.14
102085,-30,-35,1200.2,1200.2
102085,-60,-48,2615.14,2615.14
102085,-90,-94,2404.49,2404.49
102085,-120,-123,1400.73,700.37
102085,-150,-150,2600.07,2600.07
102085,-180,-179,1507.46,1507.46
102085,-210,-212,1033.42,1033.42
102085,-240,-243,2985.79,2985.79
102085,-270,-273,871.62,871.62
102085,-300,-299,1784.39,1784.39
102085,-330,-318,2924.72,1462.36
102085,-360,-364,2573.16,2573.16
102085,-390,-379,521.94,521.94
102085,-420,-409,1293.46,1293.46
102085,-450,-443,529.93,529.93
102085,-480,-478,2714.51,2714.51
102085,-510,-506,780.52,780.52
102085,-540,-542,530.85,265.43
102085,-570,-560,2729.78,2729.78
102085,-600,-603,868.07,868.07
102085,-630,-630,1642.3,1642.3
102085,-660,-665,2240.74,2240.74
102086,-30,-35,1040.07,1040.07
102086,-60,-63,2764.36,2764.36
102086,-90,-94,950.76,475.38
102086,-120,-123,2450.78,2450.78
102086,-150,-152,2946.35,2946.35
102086,-180,-181,1696.94,1696.94
102086,-210,-212,1046.64,1046.64
102086,-240,-242,1611.23,1611.23
102086,-270,-275,894.12,894.12
102086,-300,-299,505.77,505.77
102086,-330,-335,1190.16,1190.16
102087,-30,-19,750.7,750.7
102087,-60,-59,953.82,953.82
102087,-90,-84,508.43,508.43
102087,-120,-123,1210.09,605.05
102087,-150,-150,2617.77,2617.77
102087,-180,-185,2053.39,2053.39
102087,-210,-204,1842.89,1842.89
102087,-240,-226,2152.78,2152.78
102087,-270,-273,2045.94,2045.94
102087,-300,-301,2785.16,2785.16
102087,-330,-325,811.69,811.69
102087,-360,-350,1091.46,545.73
102087,-390,-387,1036.07,1036.07
102087,-420,-415,2407.27,2407.27
102087,-450,-452,2535.9,2535.9
102087,-480,-485,662.5,662.5
102087,-510,-496,1442.62,1442.62
102087,-540,-532,2881.1,2881.1
102087,-570,-573,2168.39,2168.39
102087,-600,-588,810.93,405.47
102087,-630,-623,1864.81,932.4
102087,-660,-654,1825.01,1825.01
102088,-30,-30,2517.04,2517.04
102088,-60,-62,510.6,510.6
102088,-90,-91,2591.79,2591.79
102088,-120,-121,1389.18,1389.18
102088,-150,-149,2188.03,2188.03
102088,-180,-183,676.2,676.2
102088,-210,-213,1014.13,1014.13
102088,-240,-244,2651.78,1325.89
102088,-270,-269,1844.33,1844.33
102088,-300,-303,1643.95,1643.95
102088,-330,-332,1173.52,1173.52
102088,-360,-363,2876.25,2876.25
102088,-390,-394,1734.33,1734.33
102088,-420,-425,932.32,932.32
102088,-450,-454,1941.87,1941.87
102088,-480,-484,2568.62,2568.62
102088,-510,-510,1495.99,1495.99
102088,-540,-541,1610.99,1610.99
102088,-570,-574,1565.75,1565.75
102088,-600,-599,1990.69,1990.69
102089,-30,-20,1263.43,1263.43
102089,-60,-46,1722.89,1722.89
102089,-90,-91,2563.57,2563.57
102089,-120,-122,1805.7,1805.7
102089,-150,-138,2659.13,2659.13
102089,-180,-179,719.04,719.04
102089,-210,-199,2425.32,2425.32
102089,-240,-244,2360.99,2360.99
102089,-270,-270,731.24,731.24
102089,-300,-296,2217.18,2217.18
102089,-330,-329,1990.06,1990.06
102089,-360,-359,1201.85,1201.85
102089,-390,-395,1674.87,1674.87
102089,-420,-421,2365.39,2365.39
102089,-450,-449,1265.06,1265.06
102089,-480,-485,2194.84,2194.84
102089,-510,-515,1235.69,1235.69
102089,-540,-544,1497.64,1497.64
102090,-30,-30,2548.46,2548.46
102090,-60,-60,1791.24,1791.24
102090,-90,-91,888.41,888.41
102090,-120,-119,1750.97,1750.97
102090,-150,-151,1210.13,1210.13
102090,-180,-185,2085.39,2085.39
102090,-210,-215,2203.29,2203.29
102091,-30,-30,2872.15,2872.15
102091,-60,-49,1839.48,1839.48
102091,-90,-95,1066.42,1066.42
102091,-120,-119,2012.82,2012.82
102091,-150,-141,1841.87,1841.87
102091,-180,-172,1335.57,1335.57
102091,-210,-207,1783.77,1783.77
102091,-240,-244,1699.21,1699.21
102091,-270,-275,1592.38,1592.38
102091,-300,-303,2854.64,2854.64
102091,-330,-333,1362.39,681.19
102091,-360,-359,1859.61,1859.61
102091,-390,-395,541.02,541.02
102091,-420,-424,2849.88,1424.94
102091,-450,-445,682.25,682.25
102091,-480,-485,2864.43,2864.43
102091,-510,-511,515.05,515.05
102091,-540,-539,1391.7,1391.7
102091,-570,-574,2616.1,2616.1
102091,-600,-605,1802.34,901.17
102091,-630,-634,2605.24,2605.24
102091,-660,-651,2347.4,1173.7
102091,-690,-676,1929.78,1929.78
102092,-30,-23,2733.66,2733.66
102092,-60,-60,2882.24,2882.24
102092,-90,-77,1764.66,1764.66
102092,-120,-109,1126.11,1126.11
102092,-150,-147,1614.45,1614.45
102092,-180,-182,1688.59,1688.59
102092,-210,-200,2137.3,2137.3
102092,-240,-232,2053.84,2053.84
102092,-270,-256,2009.72,2009.72
102092,-300,-300,1225.04,1225.04
102092,-330,-327,2660.58,2660.58
102092,-360,-361,2920.51,2920.51
102092,-390,-378,954.46,954.46
102092,-420,-411,1431.78,1431.78
102092,-450,-450,2705.2,2705.2
102092,-480,-480,933.1,933.1
102093,-30,-33,2689.91,2689.91
102093,-60,-60,2149.58,2149.58
102093,-90,-91,2866.48,2866.48
102093,-120,-121,2788.03,2788.03
102093,-150,-153,1005.26,1005.26
102093,-180,-182,2856.11,2856.11
102093,-210,-209,1514.38,1514.38
102093,-240,-242,691.23,691.23
102093,-270,-269,521.58,521.58
102093,-300,-300,2566.46,2566.46
102093,-330,-333,2018.79,1009.39
102093,-360,-365,767.64,767.64
102093,-390,-394,1071.28,1071.28
102093,-420,-419,992.97,992.97
102093,-450,-455,1111.59,1111.59
102093,-480,-485,504.09,504.09
102093,-510,-514,2673.53,2673.53
102093,-540,-544,1976.92,1976.92
102093,-570,-572,2586.24,2586.24
102093,-600,-603,1186.07,1186.07
102093,-630,-634,1681.11,1681.11
102094,-30,-23,812.46,812.46
102094,-60,-65,1522.38,1522.38
102094,-90,-88,990.22,990.22
102094,-120,-107,754.54,754.54
102094,-150,-153,2903.21,2903.21
102094,-180,-183,711.95,711.95
102094,-210,-212,877.92,877.92
102094,-240,-240,1781.36,1781.36
102094,-270,-260,1953.21,1953.21
102094,-300,-286,501.63,501.63
102094,-330,-334,625.07,625.07
102095,-30,-34,1759.48,1759.48
102095,-60,-49,1449.06,1449.06
102095,-90,-95,909.74,909.74
102095,-120,-123,2073.96,2073.96
102095,-150,-147,2064.9,2064.9
102095,-180,-181,2700.16,2700.16
102095,-210,-212,1345.59,672.79
102095,-240,-239,1087.58,543.79
102095,-270,-274,2237.36,2237.36
102095,-300,-288,2366.5,2366.5
102095,-330,-331,2926.82,2926.82
102095,-360,-349,912.3,912.3
102095,-390,-391,1879.07,1879.07
102095,-420,-414,2056.59,2056.59
102095,-450,-451,1628.89,1628.89
102095,-480,-470,2887.24,2887.24
102095,-510,-509,2572.51,2572.51
102095,-540,-528,2751.01,2751.01
102095,-570,-564,2564.28,2564.28
102095,-600,-593,2994.94,2994.94
102096,-30,-18,588.89,588.89
102096,-60,-56,2706.48,1353.24
102096,-90,-86,2598.49,2598.49
102096,-120,-120,1158.38,1158.38
102096,-150,-143,758.64,758.64
102096,-180,-170,2336.22,1168.11
102096,-210,-212,658.45,658.45
102096,-240,-243,1569.41,1569.41
102096,-270,-273,2207.5,2207.5
102096,-300,-286,1306.75,1306.75
102096,-330,-319,1140.12,1140.12
102096,-360,-362,1647.18,1647.18
102096,-390,-391,1382.96,691.48
102096,-420,-412,877.66,877.66
102096,-450,-441,2923.63,2923.63
102096,-480,-467,2764.65,2764.65
102097,-30,-30,2535.51,2535.51
102097,-60,-62,2992.44,2992.44
102097,-90,-95,2693.77,1346.88
102097,-120,-120,2128.05,2128.05
102097,-150,-154,1858.55,1858.55
102097,-180,-185,2248.12,2248.12
102097,-210,-213,1247.77,1247.77
102097,-240,-240,2381.34,2381.34
102097,-270,-272,2154.12,2154.12
102097,-300,-305,1319.7,1319.7
102097,-330,-329,2886.19,2886.19
102097,-360,-361,2689.13,2689.13
102097,-390,-395,2275.95,2275.95
102097,-420,-423,744.58,744.58
102097,-450,-453,1350.66,1350.66
102097,-480,-485,2283.39,2283.39
102097,-510,-513,2602.46,2602.46
102097,-540,-544,1888.42,1888.42
102097,-570,-572,1403.78,1403.78
102097,-600,-600,2426.6,2426.6
102098,-30,-29,615.24,307.62
102098,-60,-62,686.81,686.81
102098,-90,-93,1720.11,1720.11
102098,-120,-125,1259.88,1259.88
102098,-150,-150,1484.61,1484.61
102098,-180,-179,1658.55,1658.55
102098,-210,-212,1072.66,1072.66
102098,-240,-243,2034.91,1017.46
102098,-270,-272,2194.62,2194.62
102098,-300,-304,1193.89,1193.89
102098,-330,-335,1072.67,1072.67
102098,-360,-363,2887.09,2887.09
102098,-390,-389,2760.19,1380.1
102098,-420,-419,1101.57,1101.57
102099,-30,-32,1472.65,1472.65
102099,-60,-61,1727.16,1727.16
102099,-90,-92,660.94,660.94
102099,-120,-120,2721.3,2721.3
102099,-150,-155,1837.17,1837.17
102099,-180,-181,1557.93,1557.93
102099,-210,-211,1100.95,550.48
102099,-240,-240,1255.47,1255.47
102099,-270,-271,2394.73,2394.73
102099,-300,-305,2548.96,2548.96
102099,-330,-329,2477.47,2477.47
102099,-360,-361,1305.8,1305.8
102099,-390,-394,806.62,806.62
102099,-420,-422,2485.09,2485.09
102099,-450,-449,2789.77,2789.77
102099,-480,-484,576.92,576.92
102099,-510,-511,942.17,942.17
102100,-30,-32,2417.31,2417.31
102100,-60,-60,1952.89,1952.89
102100,-90,-91,2194.58,2194.58
102100,-120,-120,1397.73,1397.73
102100,-150,-149,2271.74,2271.74
102100,-180,-183,2437.49,2437.49
102100,-210,-213,1979.42,1979.42
102100,-240,-242,1634.56,1634.56
102100,-270,-275,2189.68,1094.84
102100,-300,-300,1240.52,1240.52
102100,-330,-333,2747.2,1373.6
102100,-360,-365,2252.5,2252.5
102100,-390,-392,1531.13,1531.13
102100,-420,-422,1136.53,1136.53
102100,-450,-453,1265.25,632.63
102100,-480,-483,2479.5,2479.5
102100,-510,-515,524.14,524.14
102100,-540,-540,812.09,812.09
102100,-570,-575,2008.44,2008.44
102101,-30,-19,973.14,973.14
102101,-60,-52,1470.12,1470.12
102101,-90,-93,2137.74,2137.74
102101,-120,-107,2910.34,1455.17
102101,-150,-141,1135.43,1135.43
102101,-180,-168,2620.58,2620.58
102101,-210,-196,2399.59,2399.59
102101,-240,-245,995.15,995.15
102101,-270,-268,1701.34,1701.34
102101,-300,-293,2430.04,2430.04
102101,-330,-316,1337.29,1337.29
102101,-360,-364,2937.21,2937.21
102102,-30,-30,730.7,730.7
102102,-60,-58,2830.74,2830.74
102102,-90,-89,542.6,542.6
102102,-120,-125,2012.31,2012.31
102102,-150,-145,1188.91,1188.91
102102,-180,-185,1735.52,1735.52
102102,-210,-209,1471.77,1471.77
102102,-240,-232,1074.0,537.0
102102,-270,-256,1813.64,1813.64
102102,-300,-287,2128.7,2128.7
102102,-330,-323,1627.2,1627.2
102102,-360,-365,1958.96,1958.96
102102,-390,-381,2254.91,2254.91
102102,-420,-414,1864.09,1864.09
102103,-30,-26,1984.29,1984.29
102103,-60,-52,1498.4,1498.4
102103,-90,-83,1611.15,1611.15
102103,-120,-125,2929.52,2929.52
102103,-150,-149,1089.57,1089.57
102103,-180,-185,2125.68,2125.68
102103,-210,-207,1152.25,1152.25
102103,-240,-234,2381.68,2381.68
102103,-270,-267,1708.82,1708.82
102103,-300,-300,1535.01,1535.01
102103,-330,-333,2720.5,2720.5
102103,-360,-363,1039.24,1039.24
102104,-30,-32,1857.74,1857.74
102104,-60,-61,1154.54,1154.54
102104,-90,-93,931.91,931.91
102104,-120,-124,871.46,871.46
102104,-150,-153,555.91,555.91
102104,-180,-179,1418.45,1418.45
102104,-210,-211,1384.55,1384.55
102104,-240,-239,2379.26,2379.26
102104,-270,-275,2446.24,2446.24
102104,-300,-299,1062.58,1062.58
102105,-30,-34,2964.5,2964.5
102105,-60,-62,1839.98,1839.98
102105,-90,-91,2789.17,2789.17
102105,-120,-119,909.9,909.9
102105,-150,-150,1399.82,1399.82
102105,-180,-179,1297.87,1297.87
102105,-210,-212,1307.91,1307.91
102105,-240,-239,1230.05,1230.05
102105,-270,-274,1834.18,1834.18
102105,-300,-303,1749.72,1749.72
102105,-330,-335,2215.13,2215.13
102105,-360,-364,1626.88,1626.88
102106,-30,-34,901.26,901.26
102106,-60,-61,2332.08,2332.08
102106,-90,-89,2219.85,2219.85
102106,-120,-120,2331.3,2331.3
102106,-150,-151,2733.52,2733.52
102106,-180,-181,2801.82,2801.82
102106,-210,-212,2725.68,1362.84
102106,-240,-240,2444.31,2444.31
102106,-270,-272,2139.37,2139.37
102106,-300,-302,1912.97,1912.97
102106,-330,-329,1162.75,1162.75
102106,-360,-364,1215.07,1215.07
102106,-390,-393,808.35,808.35
102106,-420,-422,1246.92,1246.92
102106,-450,-453,1706.94,1706.94
102106,-480,-479,2084.67,1042.34
102106,-510,-510,634.95,634.95
102107,-30,-30,1988.86,1988.86
102107,-60,-60,1721.67,860.84
102107,-90,-94,2682.05,2682.05
102107,-120,-120,2831.01,2831.01
102107,-150,-155,1575.95,1575.95
102107,-180,-185,2754.76,2754.76
102107,-210,-213,1526.75,763.38
102107,-240,-245,1134.5,1134.5
102107,-270,-272,2836.23,2836.23
102107,-300,-302,2086.06,2086.06
102107,-330,-331,951.53,951.53
102107,-360,-359,2411.87,2411.87
102107,-390,-392,695.24,695.24
102107,-420,-419,1865.12,1865.12
102108,-30,-20,1940.17,1940.17
102108,-60,-65,902.64,902.64
102108,-90,-88,1451.8,1451.8
102108,-120,-117,2483.27,2483.27
102108,-150,-146,1993.32,1993.32
102108,-180,-167,2938.27,2938.27
102108,-210,-210,2755.66,2755.66
102108,-240,-235,752.01,752.01
102108,-270,-263,1315.69,1315.69
102108,-300,-291,1495.77,1495.77
102109,-30,-18,2498.17,2498.17
102109,-60,-63,519.98,519.98
102109,-90,-80,1726.15,1726.15
102109,-120,-109,1993.37,1993.37
102109,-150,-139,878.27,878.27
102109,-180,-179,2214.91,2214.91
102109,-210,-200,2757.02,2757.02
102109,-240,-242,1342.56,1342.56
102109,-270,-269,1331.61,1331.61
102109,-300,-288,1021.96,1021.96
102109,-330,-334,2471.34,2471.34
102109,-360,-359,1012.58,1012.58
102109,-390,-394,2148.54,2148.54
102109,-420,-419,1372.6,1372.6
102109,-450,-451,2623.36,2623.36
102110,-30,-34,2996.06,2996.06
102110,-60,-57,1525.41,1525.41
102110,-90,-93,1075.13,1075.13
102110,-120,-125,1644.3,1644.3
102110,-150,-142,1644.96,822.48
102110,-180,-183,1795.88,1795.88
102110,-210,-214,2101.5,2101.5
102110,-240,-230,2641.72,2641.72
102110,-270,-256,1708.84,1708.84
102110,-300,-291,2372.55,2372.55
102110,-330,-316,2816.53,2816.53
102111,-30,-30,2127.48,2127.48
102111,-60,-60,1868.09,1868.09
102111,-90,-90,1414.48,1414.48
102111,-120,-121,2257.75,2257.75
102111,-150,-154,590.56,590.56
102111,-180,-184,1375.62,1375.62
102111,-210,-212,960.03,960.03
102111,-240,-241,2211.9,2211.9
102111,-270,-269,2081.65,2081.65
102111,-300,-300,1461.88,1461.88
102111,-330,-334,2469.63,2469.63
102111,-360,-360,2521.67,2521.67
102111,-390,-395,2666.87,2666.87
102111,-420,-424,781.33,781.33
102111,-450,-449,2102.5,2102.5
102111,-480,-484,2875.52,2875.52
102111,-510,-512,1920.89,1920.89
102111,-540,-540,2537.48,2537.48
102111,-570,-572,1851.48,1851.48
102111,-600,-602,2623.36,2623.36
102111,-630,-629,2766.8,2766.8
102111,-660,-659,851.1,851.1
102112,-30,-33,677.34,677.34
102112,-60,-63,609.62,609.62
102112,-90,-80,1957.63,1957.63
102112,-120,-110,1327.25,1327.25
102112,-150,-150,777.18,777.18
102112,-180,-185,1300.88,1300.88
102112,-210,-198,543.11,543.11
102112,-240,-245,557.52,278.76
102113,-30,-29,546.21,273.1
102113,-60,-52,2832.2,2832.2
102113,-90,-88,1768.86,1768.86
102113,-120,-122,2706.86,2706.86
102113,-150,-136,1486.94,1486.94
102113,-180,-179,2095.16,2095.16
102113,-210,-215,777.67,777.67
102113,-240,-232,2081.85,2081.85
102114,-30,-29,2156.54,2156.54
102114,-60,-59,1182.23,591.11
102114,-90,-93,582.64,582.64
102114,-120,-124,1007.75,1007.75
102114,-150,-149,1098.71,1098.71
102114,-180,-184,830.9,830.9
102114,-210,-212,1111.71,1111.71
102114,-240,-245,1178.08,1178.08
102114,-270,-274,2311.54,2311.54
102114,-300,-303,766.6,766.6
102114,-330,-332,991.58,495.79
102114,-360,-364,581.32,581.32
102114,-390,-390,2924.66,2924.66
102114,-420,-421,2860.53,2860.53
102114,-450,-455,862.85,862.85
102114,-480,-480,2518.87,2518.87
102114,-510,-510,2502.38,2502.38
102114,-540,-540,967.33,967.33
102114,-570,-572,504.82,504.82
102114,-600,-599,1438.02,1438.02
102115,-30,-34,2915.66,2915.66
102115,-60,-59,833.04,833.04
102115,-90,-88,2738.49,2738.49
102115,-120,-111,2830.44,1415.22
102115,-150,-138,640.04,640.04
102115,-180,-166,801.41,801.41
102115,-210,-197,1087.1,1087.1
102115,-240,-229,2869.13,2869.13
102115,-270,-274,899.43,899.43
102115,-300,-298,1092.32,1092.32
102115,-330,-319,1567.55,1567.55
102115,-360,-359,1148.75,1148.75
102116,-30,-34,2947.18,2947.18
102116,-60,-62,2732.55,2732.55
102116,-90,-89,1122.02,1122.02
102116,-120,-124,956.2,956.2
102116,-150,-149,2031.98,2031.98
102116,-180,-182,2169.74,2169.74
102116,-210,-209,943.87,943.87
102116,-240,-243,1645.98,1645.98
102116,-270,-271,2002.99,2002.99
102116,-300,-305,1314.36,1314.36
102116,-330,-332,2798.96,2798.96
102116,-360,-364,2960.8,2960.8
102116,-390,-391,2269.72,2269.72
102116,-420,-422,825.92,825.92
102117,-30,-34,1684.02,1684.02
102117,-60,-64,669.72,669.72
102117,-90,-93,1071.18,1071.18
102117,-120,-125,1927.93,1927.93
102117,-150,-150,1262.64,1262.64
102117,-180,-185,2357.52,2357.52
102117,-210,-210,2230.97,2230.97
102117,-240,-239,1963.38,1963.38
102117,-270,-273,697.16,697.16
102117,-300,-301,767.35,767.35
102117,-330,-332,1096.05,1096.05
102117,-360,-361,2598.58,2598.58
102117,-390,-392,2544.43,2544.43
102118,-30,-34,649.14,649.14
102118,-60,-62,1429.99,1429.99
102118,-90,-90,1089.92,1089.92
102118,-120,-119,904.23,904.23
102118,-150,-150,974.9,487.45
102118,-180,-180,1014.83,1014.83
102118,-210,-210,1945.55,1945.55
102118,-240,-245,831.97,831.97
102118,-270,-274,635.94,635.94
102118,-300,-300,1118.76,559.38
102118,-330,-332,2226.58,2226.58
102118,-360,-359,615.84,615.84
102118,-390,-390,1941.47,1941.47
102118,-420,-422,1178.04,1178.04
102118,-450,-452,927.02,927.02
102118,-480,-483,783.28,783.28
102118,-510,-512,1762.35,881.18
102119,-30,-32,2225.27,2225.27
102119,-60,-59,778.62,778.62
102119,-90,-92,909.9,454.95
102119,-120,-125,1895.68,1895.68
102119,-150,-152,2029.57,2029.57
102119,-180,-181,1733.91,1733.91
102119,-210,-211,1722.81,1722.81
102119,-240,-242,1546.08,1546.08
102119,-270,-274,1908.16,1908.16
102119,-300,-305,2418.86,2418.86
102120,-30,-29,2092.8,2092.8
102120,-60,-59,1378.29,1378.29
102120,-90,-81,568.49,568.49
102120,-120,-118,2999.97,2999.97
102120,-150,-154,1552.79,1552.79
102120,-180,-173,1766.39,883.19
102120,-210,-212,1652.76,826.38
102120,-240,-239,1350.7,675.35
102120,-270,-275,1123.87,1123.87
102120,-300,-304,1543.92,1543.92
102120,-330,-323,2094.01,2094.01
102120,-360,-352,2546.49,2546.49
102120,-390,-384,2349.12,2349.12
102120,-420,-422,1948.41,1948.41
102120,-450,-454,2328.38,2328.38
102120,-480,-477,1571.94,1571.94
102120,-510,-506,628.93,628.93
102120,-540,-545,2811.61,2811.61
102120,-570,-569,2800.59,2800.59
102121,-30,-30,2844.62,2844.62
102121,-60,-61,910.03,910.03
102121,-90,-94,2755.44,2755.44
102121,-120,-125,2981.61,1490.81
102121,-150,-150,1885.22,1885.22
102121,-180,-176,773.05,773.05
102121,-210,-209,2008.43,2008.43
102121,-240,-238,1214.34,1214.34
102121,-270,-268,2172.06,2172.06
102121,-300,-305,1978.13,1978.13
102121,-330,-334,1822.0,1822.0
102121,-360,-362,2428.03,2428.03
102121,-390,-392,605.44,605.44
102121,-420,-409,572.21,572.21
102121,-450,-453,557.02,557.02
102121,-480,-476,2474.14,2474.14
102121,-510,-508,982.86,982.86
102122,-30,-28,1691.34,1691.34
102122,-60,-61,2497.91,2497.91
102122,-90,-78,1014.81,1014.81
102122,-120,-124,664.89,664.89
102122,-150,-138,2172.69,2172.69
102122,-180,-176,1957.61,1957.61
102122,-210,-212,798.86,798.86
102123,-30,-34,699.54,349.77
102123,-60,-59,1130.06,1130.06
102123,-90,-94,1281.4,1281.4
102123,-120,-123,1393.14,1393.14
102123,-150,-149,1058.4,1058.4
102124,-30,-30,1319.77,659.88
102124,-60,-61,2399.58,2399.58
102124,-90,-89,2027.03,2027.03
102124,-120,-123,2360.65,2360.65
102124,-150,-150,1214.54,1214.54
102124,-180,-181,1764.82,1764.82
102124,-210,-215,1453.94,1453.94
102124,-240,-241,2566.33,2566.33
102124,-270,-275,1858.13,1858.13
102124,-300,-302,788.53,788.53
102124,-330,-333,2692.1,2692.1
102124,-360,-364,2146.09,1073.05
102124,-390,-393,504.31,504.31
102124,-420,-420,2446.29,2446.29
102124,-450,-450,2399.46,2399.46
102124,-480,-480,1923.52,1923.52
102124,-510,-514,2535.06,2535.06
102124,-540,-542,711.17,711.17
102125,-30,-33,983.24,983.24
102125,-60,-61,2382.67,2382.67
102125,-90,-91,909.12,909.12
102125,-120,-125,1151.17,1151.17
102125,-150,-154,2131.14,2131.14
102125,-180,-180,793.93,793.93
102125,-210,-209,544.84,544.84
102125,-240,-245,1591.65,1591.65
102125,-270,-273,840.03,840.03
102125,-300,-299,1749.47,1749.47
102126,-30,-31,1433.79,1433.79
102126,-60,-46,2799.43,2799.43
102126,-90,-81,2284.92,1142.46
102126,-120,-122,1378.36,1378.36
102126,-150,-151,1881.38,1881.38
102126,-180,-170,1020.93,1020.93
102126,-210,-202,2726.99,2726.99
102126,-240,-240,1895.97,1895.97
102126,-270,-273,1077.88,1077.88
102126,-300,-301,657.34,657.34
102126,-330,-331,1715.26,1715.26
102126,-360,-360,2789.81,2789.81
102126,-390,-381,940.23,470.12
102127,-30,-34,2968.73,2968.73
102127,-60,-60,1570.39,1570.39
102127,-90,-92,810.12,810.12
102127,-120,-123,1567.47,1567.47
102127,-150,-154,615.12,615.12
102128,-30,-29,1004.58,502.29
102128,-60,-60,1171.7,1171.7
102128,-90,-90,2050.21,2050.21
102128,-120,-119,1598.4,1598.4
102128,-150,-149,1914.97,1914.97
102128,-180,-180,1000.63,1000.63
102128,-210,-211,831.49,831.49
102128,-240,-243,1249.64,1249.64
102128,-270,-275,1334.91,1334.91
102128,-300,-300,2126.31,2126.31
102128,-330,-335,1307.31,1307.31
102128,-360,-359,2794.45,2794.45
102128,-390,-392,1902.69,1902.69
102128,-420,-423,1574.37,1574.37
102128,-450,-453,504.48,252.24
102129,-30,-30,885.55,885.55
102129,-60,-59,2977.21,2977.21
102129,-90,-94,2451.21,2451.21
102129,-120,-122,2952.69,1476.34
102129,-150,-155,1147.61,1147.61
102129,-180,-181,750.01,750.01
102129,-210,-210,2730.82,2730.82
102129,-240,-245,2167.65,2167.65
102129,-270,-270,2696.84,2696.84
102129,-300,-301,1394.47,1394.47
102129,-330,-335,529.63,529.63
102129,-360,-364,1514.71,1514.71
102129,-390,-389,509.93,254.97
102129,-420,-422,1780.21,1780.21
102129,-450,-452,836.09,836.09
102129,-480,-483,2513.12,2513.12
102129,-510,-511,2778.33,2778.33
102129,-540,-540,1765.59,1765.59
102129,-570,-569,830.82,830.82
102129,-600,-600,2062.28,2062.28
102130,-30,-21,1875.74,1875.74
102130,-60,-59,1254.22,627.11
102130,-90,-80,1713.51,856.76
102130,-120,-121,1735.85,867.92
102130,-150,-155,1684.71,1684.71
102130,-180,-178,1963.4,1963.4
102130,-210,-199,1533.53,1533.53
102130,-240,-241,2802.85,2802.85
102130,-270,-268,1441.36,720.68
102130,-300,-305,927.69,927.69
102130,-330,-331,538.32,538.32
102130,-360,-357,2041.64,2041.64
102130,-390,-385,1927.55,1927.55
102130,-420,-409,2454.57,2454.57
102130,-450,-452,2555.09,2555.09
102130,-480,-466,2635.51,1317.75
102130,-510,-501,669.72,669.72
102130,-540,-543,994.12,994.12
